Bank_ID,Card_Link,Card_Image,Card_ID,Card_Type,Card_Network,Islamic,Minimum_Income,Minimum_Age,Minimum_Credit_Limit,Eligibility_Requirements,Employment_Type,Nationality,Residency_Required,Credit_Score_Required,Bank_Relationship_Required,Fatwa_Approval
8,https://www.hsbc.ae/credit-cards/compare/emirates-skywards-infinite/,https://www.hsbc.ae/content/dam/hsbc/ae/images/credit-cards/16-9/15050-hsbc-uae-co-branded-card-launch-infinite-1600x900.jpg,,0,0,False,0,0,0,0,0,0,0,0,0,0
